Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
164,Female,39,Married,2,High School,Employed,Business,Rent,Urban,56923,936,747,0,47433,22154,0,20000,115,Home,9.85,Secured,Yes,3,21,0.42,1
165,Male,28,Married,3,Graduate,Employed,Freelancer,Own,Urban,110507,2019,817,2,31255,15717,0,25551,82,Home,6.38,Unsecured,No,6,6,0.24,1
166,Male,60,Single,1,Graduate,Self-Employed,Salaried,Own,Urban,35894,2862,500,0,34274,2027,0,7191,181,Education,7.88,Unsecured,Yes,9,24,0.58,0
167,Female,31,Married,1,Postgraduate,Employed,Freelancer,Own,Suburban,140078,3105,704,2,17459,20409,0,32266,99,Vehicle,4.72,Secured,Yes,0,8,0.1,1
168,Female,39,Married,1,Postgraduate,Employed,Business,Own,Suburban,79460,1691,768,2,21615,27646,0,22653,75,Home,5.9,Secured,Yes,6,23,0.18,0
169,Male,44,Married,3,Graduate,Employed,Freelancer,Own,Suburban,112370,1470,826,0,16792,9182,1,31502,45,Vehicle,12.42,Secured,No,8,21,0.87,1
170,Male,43,Divorced,0,Graduate,Employed,Salaried,Own,Urban,117974,713,772,0,17521,9083,0,25546,60,Home,4.57,Unsecured,Yes,7,19,0.3,0
171,Female,38,Married,1,Postgraduate,Self-Employed,Professional,Own,Urban,50689,1930,800,1,23732,769,0,20000,71,Home,13.95,Unsecured,Yes,2,23,0.83,1
172,Male,34,Single,2,Graduate,Employed,Business,Own,Urban,80943,2181,736,2,4963,16649,1,21963,198,Education,6.7,Secured,No,3,11,0.5,1
173,Female,48,Single,2,Graduate,Employed,Professional,Rent,Suburban,125788,4147,799,1,43474,17507,1,21163,42,Education,9.19,Secured,Yes,1,16,0.92,1
174,Female,30,Married,2,High School,Unemployed,Business,Own,Urban,102705,2406,738,2,33917,4709,0,26269,60,Personal,7.22,Secured,No,0,16,0.78,1
175,Male,26,Single,3,Postgraduate,Self-Employed,Freelancer,Own,Suburban,117481,1036,759,2,22458,14403,0,26412,48,Home,3.79,Secured,No,0,10,1.0,1
176,Female,31,Married,0,Graduate,Unemployed,Freelancer,Own,Urban,143256,3898,829,0,33195,21590,0,42430,130,Education,12.25,Secured,No,6,21,0.15,1
177,Male,48,Single,3,Graduate,Employed,Freelancer,Own,Urban,76537,4094,762,2,28917,21635,0,21028,223,Education,11.08,Secured,Yes,9,24,0.43,0
178,Male,45,Single,2,High School,Employed,Business,Rent,Urban,144065,2930,789,2,34839,15850,0,37995,70,Home,8.87,Unsecured,Yes,0,6,0.75,1
179,Male,52,Single,1,High School,Self-Employed,Business,Own,Urban,54157,1144,541,0,30084,19967,0,8752,61,Personal,11.81,Unsecured,Yes,0,17,0.12,0
180,Male,32,Married,3,Graduate,Unemployed,Business,Rent,Suburban,100970,2491,719,2,17516,17743,0,26881,226,Personal,5.83,Secured,No,6,19,0.35,1
181,Female,42,Married,0,Postgraduate,Self-Employed,Freelancer,Own,Urban,110982,2403,823,0,803,5625,0,27695,12,Education,8.96,Unsecured,No,6,8,0.07,1
182,Female,39,Single,2,High School,Unemployed,Freelancer,Own,Suburban,125086,1192,836,0,11541,12500,0,25631,214,Home,13.25,Secured,Yes,2,19,0.56,1
183,Female,60,Married,3,Postgraduate,Employed,Freelancer,Other,Urban,50150,2651,571,1,48885,6024,0,11583,194,Education,14.93,Secured,Yes,6,6,0.82,0
184,Female,39,Single,0,High School,Employed,Business,Own,Urban,25986,810,507,0,9380,27972,0,10102,190,Education,5.72,Secured,No,7,9,0.71,1
185,Female,47,Married,1,Graduate,Unemployed,Business,Rent,Urban,82393,2513,831,0,32464,23196,0,22935,209,Home,9.65,Unsecured,No,9,24,0.88,0
186,Male,34,Married,2,Graduate,Self-Employed,Salaried,Own,Suburban,68259,3836,812,0,5727,12445,0,20167,149,Personal,6.74,Unsecured,Yes,7,5,0.98,1
187,Female,42,Married,3,Graduate,Unemployed,Freelancer,Own,Urban,24373,3589,531,0,24276,29827,0,6717,99,Vehicle,13.56,Unsecured,No,3,28,0.23,0
188,Female,45,Married,3,Graduate,Employed,Salaried,Rent,Urban,59997,2239,803,0,47983,13060,0,20000,37,Home,14.26,Unsecured,No,3,26,0.34,1
189,Male,41,Married,1,Postgraduate,Unemployed,Professional,Own,Urban,55260,4860,841,1,36115,10298,0,20000,202,Personal,4.93,Unsecured,Yes,6,8,0.96,1
190,Male,42,Single,0,Graduate,Employed,Freelancer,Rent,Urban,123670,2323,727,1,48833,3510,0,31729,28,Home,11.2,Secured,No,8,16,0.42,1
191,Male,48,Divorced,0,Graduate,Self-Employed,Freelancer,Own,Rural,136482,4387,767,2,10493,23115,0,24072,231,Personal,5.22,Secured,Yes,0,17,0.94,1
192,Male,18,Married,2,Postgraduate,Employed,Professional,Own,Rural,64246,1715,308,1,14192,24090,1,10274,88,Home,7.02,Unsecured,Yes,8,28,0.47,0
193,Female,19,Married,0,High School,Employed,Business,Rent,Urban,29750,2458,430,1,42859,14940,0,6648,88,Vehicle,7.96,Unsecured,Yes,5,22,0.08,0
194,Male,29,Divorced,0,Postgraduate,Employed,Professional,Other,Urban,119597,4072,753,2,4854,4069,0,33694,28,Home,9.61,Unsecured,Yes,0,10,0.47,1
195,Female,34,Single,2,Postgraduate,Unemployed,Freelancer,Rent,Suburban,136534,2237,769,1,43757,22134,0,20182,146,Home,12.56,Unsecured,No,1,15,0.91,1
196,Male,36,Married,2,Graduate,Unemployed,Salaried,Other,Urban,58480,3286,764,1,42982,27581,0,20000,155,Education,14.59,Unsecured,No,6,13,0.34,1
197,Male,30,Married,3,Graduate,Employed,Freelancer,Own,Suburban,23885,3442,303,0,38626,1076,0,5775,208,Home,10.97,Unsecured,No,4,22,0.24,0
198,Male,65,Single,1,High School,Employed,Business,Rent,Urban,26732,2017,571,0,43051,23512,0,8804,197,Home,7.7,Secured,No,2,7,0.38,0
199,Female,46,Single,0,Graduate,Unemployed,Business,Own,Urban,56075,4795,395,0,3907,11089,1,20652,158,Personal,11.88,Secured,Yes,4,5,0.82,0
200,Female,20,Single,1,Postgraduate,Unemployed,Salaried,Own,Urban,55390,1815,530,1,29123,19688,0,20471,116,Home,12.85,Unsecured,No,6,24,0.97,0
201,Female,28,Single,2,Graduate,Unemployed,Freelancer,Own,Urban,121118,2044,774,2,34966,27650,0,24858,186,Education,6.02,Secured,No,1,11,0.25,1
202,Male,40,Divorced,1,High School,Unemployed,Business,Rent,Rural,127683,2198,833,2,10229,9962,0,31016,126,Education,11.58,Unsecured,No,7,24,0.96,1
203,Female,34,Single,1,Graduate,Employed,Freelancer,Rent,Rural,88183,3765,745,0,23971,23485,0,23173,152,Home,13.34,Unsecured,No,0,22,0.47,1
204,Male,31,Married,3,Graduate,Unemployed,Freelancer,Own,Rural,34034,3455,490,0,42010,27489,0,7318,130,Education,8.4,Unsecured,Yes,1,24,0.01,0
205,Female,45,Married,3,Postgraduate,Unemployed,Freelancer,Rent,Suburban,121084,4242,787,2,30758,9234,1,31594,112,Personal,13.03,Unsecured,No,7,22,0.11,1
206,Male,43,Married,1,High School,Self-Employed,Professional,Rent,Urban,147787,546,708,1,10522,2585,0,29716,172,Vehicle,8.32,Secured,No,1,17,0.31,1
207,Female,29,Married,0,High School,Unemployed,Professional,Own,Suburban,100891,3520,765,1,12593,13093,0,22066,29,Vehicle,6.8,Secured,Yes,8,15,0.41,1
208,Female,43,Single,0,Postgraduate,Employed,Freelancer,Own,Suburban,115437,1890,750,1,40422,27377,1,27064,218,Vehicle,14.59,Unsecured,Yes,4,20,0.67,1
209,Male,35,Married,0,Graduate,Employed,Business,Own,Urban,115211,2539,797,0,45299,6348,0,29134,166,Home,13.13,Secured,Yes,1,21,0.24,1
210,Male,41,Single,3,Postgraduate,Employed,Professional,Own,Suburban,124657,3250,782,0,8911,21675,0,20561,224,Home,5.27,Unsecured,No,3,10,0.57,1
211,Female,31,Married,3,Graduate,Self-Employed,Business,Own,Suburban,80776,3592,765,1,37355,24260,0,23764,156,Personal,5.31,Secured,No,1,9,0.86,1
212,Female,28,Married,1,High School,Self-Employed,Freelancer,Rent,Urban,119745,1322,757,2,4051,11888,1,21978,238,Home,11.18,Unsecured,No,3,23,0.64,1
213,Female,39,Single,1,Graduate,Employed,Salaried,Rent,Suburban,119916,4804,758,1,5699,23462,0,25432,195,Vehicle,4.21,Secured,Yes,2,21,0.56,1
214,Male,48,Divorced,0,Postgraduate,Unemployed,Freelancer,Rent,Urban,101629,952,807,1,2779,27929,1,24638,175,Vehicle,5.93,Secured,Yes,3,7,0.24,1
215,Male,53,Single,1,Graduate,Employed,Business,Own,Suburban,50362,2504,387,0,48803,11865,0,17634,171,Vehicle,7.19,Unsecured,No,6,17,0.6,0
216,Female,40,Married,0,Graduate,Employed,Business,Rent,Suburban,51467,4268,829,0,32192,5771,0,20000,221,Home,4.76,Unsecured,Yes,8,29,0.56,0
217,Female,47,Married,1,Postgraduate,Employed,Salaried,Rent,Urban,73543,650,703,1,44170,8282,1,20847,95,Personal,5.97,Secured,No,4,18,0.82,1
218,Female,36,Divorced,2,Graduate,Employed,Freelancer,Other,Rural,60597,4268,408,1,13664,3612,0,14216,127,Home,6.91,Unsecured,Yes,6,24,0.71,0
219,Male,26,Single,0,Postgraduate,Employed,Freelancer,Rent,Urban,101998,4123,715,0,19664,6566,0,24880,104,Vehicle,7.25,Unsecured,Yes,8,5,0.35,0
220,Male,28,Married,0,High School,Unemployed,Freelancer,Other,Urban,49839,1136,461,1,20613,750,0,5935,116,Vehicle,4.09,Secured,No,8,13,0.79,0
221,Male,43,Married,0,Graduate,Self-Employed,Freelancer,Rent,Suburban,77896,2951,754,0,6477,7457,0,23104,78,Home,4.55,Unsecured,Yes,4,21,0.4,1
222,Male,47,Single,2,Postgraduate,Employed,Business,Other,Suburban,85861,991,709,1,14530,455,0,25407,221,Vehicle,3.94,Unsecured,Yes,3,26,0.84,1
223,Male,38,Single,1,Graduate,Employed,Freelancer,Own,Rural,97998,1757,720,2,29903,18679,0,24878,127,Personal,8.64,Unsecured,Yes,9,8,0.52,0
224,Male,36,Married,2,High School,Self-Employed,Freelancer,Own,Urban,101076,1909,712,1,19132,4447,0,27746,166,Home,12.8,Secured,No,4,10,0.02,1
225,Male,43,Single,2,High School,Employed,Professional,Own,Suburban,81932,4568,813,2,1392,20956,0,23317,195,Home,5.92,Secured,Yes,9,17,0.91,1
226,Male,34,Single,2,Graduate,Self-Employed,Salaried,Rent,Urban,132170,2598,836,1,39240,12186,0,28996,38,Vehicle,7.47,Unsecured,No,1,10,0.92,1
227,Female,57,Married,3,Graduate,Unemployed,Business,Own,Suburban,53850,2879,522,1,20043,20537,0,19138,50,Vehicle,4.52,Secured,Yes,7,28,0.08,1
228,Female,48,Married,2,Graduate,Unemployed,Salaried,Rent,Suburban,126222,4291,821,1,6874,26093,0,35768,198,Home,6.42,Unsecured,No,4,16,0.91,1
229,Male,66,Married,2,High School,Unemployed,Freelancer,Rent,Suburban,28232,1594,413,1,42933,16370,0,10892,216,Education,3.95,Secured,No,5,9,0.21,0
230,Male,47,Single,3,High School,Employed,Freelancer,Own,Rural,82403,975,713,1,43598,28026,0,23715,76,Home,3.59,Unsecured,No,5,14,0.08,1
231,Male,25,Married,0,Postgraduate,Unemployed,Business,Own,Urban,50634,791,591,0,39586,7056,0,20010,115,Vehicle,13.51,Unsecured,Yes,4,8,0.03,0
232,Male,33,Married,0,High School,Self-Employed,Professional,Rent,Urban,114550,3244,773,1,40711,27669,0,33687,89,Home,4.18,Secured,Yes,1,25,0.98,0
233,Female,48,Single,1,Graduate,Self-Employed,Professional,Rent,Suburban,64992,916,765,2,40265,18177,0,20000,57,Personal,12.46,Secured,No,5,19,0.89,1
234,Female,38,Married,3,High School,Employed,Professional,Rent,Suburban,105075,1975,748,2,31391,22513,0,27536,122,Personal,12.91,Unsecured,Yes,2,12,0.19,1
235,Female,39,Single,1,Graduate,Self-Employed,Business,Own,Rural,147521,2621,833,2,16966,2652,0,30888,218,Personal,10.36,Unsecured,No,4,18,0.61,1
236,Female,65,Single,3,High School,Employed,Freelancer,Own,Rural,64614,4056,345,0,11188,27321,0,8191,171,Home,12.87,Unsecured,No,7,23,0.84,0
237,Female,46,Married,2,Postgraduate,Employed,Business,Other,Urban,117790,831,846,2,49518,2349,0,25478,29,Education,8.1,Unsecured,Yes,8,16,0.2,1
238,Male,32,Married,2,Graduate,Unemployed,Business,Own,Urban,72244,2252,770,2,11123,29058,0,20526,231,Personal,12.06,Unsecured,No,1,5,0.51,1
239,Male,27,Single,2,Graduate,Employed,Business,Own,Urban,70066,3468,788,2,45994,17161,0,20191,19,Personal,3.87,Unsecured,No,5,15,0.41,0
240,Male,26,Married,1,Postgraduate,Self-Employed,Business,Own,Urban,124014,3379,750,2,39550,28666,1,20506,41,Vehicle,4.27,Unsecured,No,0,28,0.22,1
241,Male,18,Married,0,High School,Employed,Professional,Own,Suburban,67858,3516,391,1,14727,12061,0,20817,207,Education,11.81,Unsecured,No,7,29,0.72,0
242,Female,49,Single,3,Graduate,Employed,Salaried,Own,Suburban,30642,1701,373,1,17247,8152,0,6627,159,Personal,5.59,Unsecured,Yes,0,25,0.79,0
243,Female,25,Married,3,Postgraduate,Employed,Salaried,Own,Urban,43155,2615,569,1,43290,14939,0,12231,167,Education,5.74,Secured,No,1,14,0.85,0
244,Female,47,Married,1,Postgraduate,Unemployed,Business,Own,Urban,123304,990,839,2,43441,23800,0,31140,110,Home,7.22,Unsecured,Yes,5,14,0.03,0
245,Male,30,Married,1,Graduate,Employed,Business,Own,Urban,84825,2177,728,0,37360,3513,0,24465,60,Home,8.63,Secured,Yes,5,8,0.94,1
246,Female,60,Single,0,High School,Employed,Freelancer,Own,Urban,51231,2200,479,1,49542,12490,0,16738,191,Vehicle,10.6,Unsecured,Yes,4,16,0.54,0
247,Male,27,Married,0,Postgraduate,Employed,Professional,Own,Rural,115371,961,721,2,46923,4542,1,27869,183,Personal,6.42,Unsecured,Yes,0,9,0.17,1
248,Female,63,Married,0,Graduate,Self-Employed,Professional,Own,Urban,60846,3334,493,2,25569,4823,0,15948,146,Education,13.71,Secured,No,0,28,0.09,0
249,Female,39,Single,0,High School,Unemployed,Professional,Own,Urban,68568,3426,330,1,38614,6457,0,25145,229,Personal,7.88,Unsecured,No,9,27,0.87,0
250,Female,54,Single,3,High School,Unemployed,Professional,Rent,Suburban,44252,2107,587,2,43386,11258,0,5126,168,Personal,9.05,Unsecured,No,4,28,0.11,0
251,Male,45,Married,1,High School,Unemployed,Freelancer,Own,Suburban,69126,573,842,0,10534,3969,0,20473,103,Home,7.17,Unsecured,No,9,26,0.82,1
252,Female,44,Single,0,High School,Employed,Salaried,Own,Suburban,130748,1618,765,1,28999,1327,0,27285,137,Home,13.52,Secured,Yes,9,23,0.5,1
253,Male,46,Married,2,Postgraduate,Employed,Professional,Own,Urban,39096,1656,475,1,12193,17962,0,12157,193,Vehicle,13.55,Secured,No,6,19,0.22,0
254,Male,37,Married,3,High School,Unemployed,Freelancer,Other,Urban,91013,2470,725,2,20124,3813,0,26978,14,Home,3.68,Secured,Yes,5,21,0.23,1
255,Male,45,Married,0,High School,Employed,Salaried,Own,Urban,53348,1820,715,1,8318,9410,0,20000,172,Education,7.82,Unsecured,Yes,3,7,0.49,1
256,Female,29,Single,1,Graduate,Unemployed,Salaried,Rent,Urban,118407,1602,797,0,37596,18235,1,35289,98,Personal,9.34,Unsecured,Yes,7,24,0.74,1
257,Female,54,Single,0,High School,Employed,Business,Other,Suburban,53457,4125,519,2,32281,27101,0,5448,42,Education,11.12,Secured,No,1,29,0.07,0
258,Female,34,Divorced,1,Postgraduate,Employed,Professional,Other,Urban,91153,1712,759,0,16298,2759,0,23462,40,Vehicle,11.86,Unsecured,No,8,29,0.31,1
259,Female,37,Married,2,Postgraduate,Self-Employed,Business,Own,Urban,92652,1482,782,1,13079,9086,0,25431,218,Personal,11.86,Unsecured,No,4,19,0.86,1
260,Male,34,Single,1,High School,Unemployed,Business,Rent,Urban,146468,527,792,2,27712,14532,0,37489,234,Education,9.54,Unsecured,No,0,14,0.52,1
261,Female,32,Single,0,High School,Self-Employed,Freelancer,Rent,Urban,82820,628,745,2,32805,3919,1,20018,144,Home,7.92,Unsecured,Yes,4,6,0.33,1
262,Male,51,Single,3,Graduate,Unemployed,Freelancer,Rent,Urban,30731,959,422,0,6349,497,1,8104,206,Vehicle,6.76,Unsecured,Yes,7,24,0.24,0
263,Male,26,Single,0,Graduate,Employed,Business,Own,Rural,107722,2755,746,0,46234,21270,0,20017,27,Personal,12.04,Secured,No,5,19,0.15,1
264,Female,46,Married,0,High School,Self-Employed,Business,Own,Urban,113841,3853,811,0,19632,18838,0,20024,109,Personal,7.67,Unsecured,Yes,9,18,0.36,1
265,Male,68,Married,3,High School,Employed,Salaried,Own,Suburban,51139,3896,307,1,4790,25286,0,12066,87,Home,6.58,Secured,No,1,14,0.61,0
266,Male,27,Single,3,Graduate,Employed,Salaried,Own,Urban,42867,2046,405,1,7096,5184,1,16329,189,Vehicle,3.9,Secured,Yes,6,19,0.11,0
267,Female,39,Single,3,High School,Self-Employed,Freelancer,Rent,Urban,85429,2645,814,1,48405,12125,0,20175,230,Education,9.36,Unsecured,Yes,5,20,0.6,0
268,Male,44,Married,3,Graduate,Unemployed,Professional,Own,Urban,42608,3206,369,1,14007,5200,0,12789,73,Home,11.69,Secured,Yes,7,16,0.35,0
269,Female,40,Married,0,High School,Self-Employed,Salaried,Own,Suburban,98534,1521,784,2,30201,20437,1,26586,222,Home,11.38,Secured,Yes,5,16,0.85,0
270,Female,34,Single,0,Graduate,Employed,Freelancer,Own,Urban,139333,4026,754,0,24232,6468,0,22456,151,Personal,6.15,Secured,No,9,12,0.68,0
271,Male,59,Single,3,Postgraduate,Employed,Business,Rent,Urban,31928,3237,476,0,45844,21871,0,5372,118,Education,13.21,Unsecured,Yes,0,12,0.51,0
272,Female,43,Married,3,Postgraduate,Employed,Freelancer,Own,Urban,32773,1994,372,1,47927,8634,0,7065,48,Personal,13.23,Unsecured,No,4,27,0.28,0
273,Male,69,Single,2,Postgraduate,Employed,Freelancer,Own,Urban,43297,2054,344,2,20497,22324,0,15731,85,Home,14.22,Secured,No,3,26,0.54,1
274,Female,44,Single,0,High School,Self-Employed,Freelancer,Rent,Urban,42874,4433,450,0,9255,27737,0,12959,82,Vehicle,11.02,Unsecured,No,2,29,0.3,0
275,Female,43,Single,3,Postgraduate,Unemployed,Freelancer,Own,Urban,130989,881,819,2,23163,10611,0,20759,143,Vehicle,12.05,Secured,Yes,4,17,0.37,1
276,Female,28,Married,0,High School,Employed,Professional,Own,Urban,109935,2763,768,2,4995,5626,0,22154,30,Education,3.98,Secured,No,2,27,0.3,1
277,Female,51,Divorced,3,High School,Employed,Business,Rent,Urban,58130,1972,308,0,7661,27821,0,18582,59,Home,6.35,Unsecured,No,2,17,0.57,0
278,Female,33,Married,3,High School,Unemployed,Professional,Rent,Urban,138764,3829,722,0,2728,19627,0,33931,88,Personal,13.96,Unsecured,No,8,15,0.81,1
279,Male,28,Single,2,High School,Unemployed,Business,Rent,Suburban,54487,577,493,1,45090,25917,1,19871,33,Home,5.91,Unsecured,No,5,6,0.92,0
280,Female,20,Divorced,0,High School,Self-Employed,Salaried,Other,Urban,59629,1811,580,0,1914,5231,0,9854,233,Home,8.94,Secured,No,9,12,0.16,0
281,Male,56,Single,3,Graduate,Employed,Salaried,Rent,Urban,43311,3194,316,2,25746,22090,1,13096,213,Education,5.79,Secured,No,4,16,0.39,0
282,Female,49,Single,3,High School,Self-Employed,Salaried,Rent,Urban,95718,789,766,1,9067,16923,1,25471,187,Home,5.28,Secured,No,4,20,0.15,1
283,Male,49,Single,3,High School,Unemployed,Business,Own,Urban,106610,2213,822,1,8835,7736,0,23073,123,Personal,12.16,Unsecured,No,9,18,0.13,1
284,Male,30,Married,0,Graduate,Self-Employed,Salaried,Own,Suburban,86996,642,721,1,15771,24561,0,25882,136,Home,7.49,Secured,No,0,13,0.04,1
285,Male,25,Married,1,High School,Unemployed,Business,Own,Suburban,95113,3381,708,0,24978,14558,1,24267,56,Vehicle,6.84,Unsecured,Yes,8,27,0.08,1
286,Male,36,Single,0,Postgraduate,Employed,Business,Rent,Urban,149579,4498,747,2,39962,16601,0,33169,73,Vehicle,6.99,Unsecured,Yes,5,23,0.46,1
287,Male,42,Single,3,High School,Self-Employed,Freelancer,Own,Rural,89445,2051,775,2,3381,9388,1,21415,175,Education,7.69,Secured,Yes,6,12,0.51,1
288,Female,33,Divorced,0,High School,Employed,Business,Own,Urban,133930,4181,820,2,2414,10042,0,29013,67,Education,9.74,Secured,No,4,21,0.12,1
289,Male,29,Married,0,Graduate,Unemployed,Freelancer,Own,Urban,85646,2901,838,1,29677,19779,0,24195,130,Vehicle,4.47,Secured,Yes,3,13,0.58,1
290,Male,37,Married,3,High School,Self-Employed,Salaried,Own,Suburban,88369,2314,815,1,15420,25908,1,20093,80,Home,9.71,Secured,Yes,8,8,0.41,1
291,Male,42,Single,2,Postgraduate,Self-Employed,Salaried,Rent,Suburban,98524,3865,785,2,40699,6922,1,24143,14,Personal,11.7,Secured,Yes,3,21,0.9,1
292,Female,39,Married,2,Graduate,Employed,Professional,Rent,Urban,70039,4326,793,1,13903,28021,0,20230,166,Home,12.85,Unsecured,Yes,7,10,0.19,1
293,Female,64,Married,0,High School,Self-Employed,Freelancer,Rent,Urban,57852,2135,411,1,32716,23651,0,10479,116,Education,9.6,Unsecured,Yes,4,28,0.11,0
294,Female,30,Single,0,High School,Self-Employed,Freelancer,Own,Urban,149849,3228,748,1,19474,13892,0,26445,50,Personal,8.86,Secured,Yes,2,11,0.07,1
295,Female,31,Single,0,High School,Self-Employed,Professional,Other,Rural,63776,4364,779,0,39999,22988,0,20000,135,Home,7.27,Unsecured,Yes,1,21,0.65,1
296,Male,37,Single,0,Graduate,Unemployed,Salaried,Other,Suburban,88716,1906,783,2,15362,25102,1,23405,75,Education,11.4,Unsecured,No,5,22,0.97,1
297,Female,29,Married,3,Postgraduate,Employed,Professional,Own,Suburban,39267,1685,435,1,10183,8596,1,5807,62,Education,8.38,Secured,Yes,9,11,0.03,0
298,Female,34,Single,0,High School,Unemployed,Freelancer,Own,Urban,113371,1919,720,2,10238,21308,0,30789,146,Home,13.63,Unsecured,Yes,5,7,0.62,1
299,Female,46,Married,2,High School,Self-Employed,Salaried,Own,Urban,90226,2119,788,0,23618,307,0,22572,142,Home,9.35,Secured,No,9,10,0.85,1
300,Male,25,Married,3,Graduate,Employed,Business,Own,Urban,148061,801,828,0,23530,9201,0,31776,173,Home,5.11,Secured,No,4,14,0.72,1
301,Female,35,Single,1,Graduate,Employed,Business,Rent,Urban,54774,2846,739,1,36621,14943,1,20000,49,Education,10.24,Secured,Yes,0,21,0.57,1
302,Male,40,Married,0,Graduate,Self-Employed,Business,Rent,Urban,54760,4938,719,2,11022,24869,1,20000,79,Home,6.69,Unsecured,No,1,20,0.76,1
303,Female,25,Married,2,High School,Unemployed,Salaried,Rent,Rural,69468,3513,823,1,45778,26679,0,20391,138,Vehicle,12.76,Unsecured,Yes,2,22,0.31,1
304,Male,42,Married,2,Postgraduate,Unemployed,Freelancer,Rent,Urban,89534,4938,702,0,3885,1064,1,22952,169,Vehicle,8.4,Unsecured,No,1,21,0.57,1
305,Female,60,Single,2,Graduate,Employed,Freelancer,Own,Urban,62818,4980,487,0,43774,8821,0,18230,177,Personal,7.6,Secured,Yes,1,28,0.91,1
306,Male,58,Married,3,Postgraduate,Employed,Business,Other,Urban,29425,4664,581,2,35314,25518,0,8954,17,Home,11.94,Unsecured,No,6,13,0.84,1
307,Male,38,Single,3,High School,Self-Employed,Professional,Own,Suburban,54775,4685,762,1,22522,7332,0,20000,115,Education,5.86,Unsecured,Yes,8,27,0.09,1
308,Male,35,Single,0,High School,Employed,Business,Own,Suburban,83296,1272,768,2,34828,11556,1,22506,128,Home,5.51,Unsecured,No,5,23,0.26,1
309,Female,18,Married,2,High School,Self-Employed,Professional,Rent,Suburban,50677,1300,472,1,28365,19780,0,19702,66,Education,10.18,Unsecured,Yes,5,18,0.19,1
310,Male,35,Single,2,High School,Unemployed,Salaried,Other,Urban,107003,4017,723,0,28130,8775,0,27990,12,Home,11.3,Secured,Yes,4,21,0.19,1
311,Female,33,Married,3,High School,Employed,Salaried,Own,Suburban,103794,1477,701,1,48402,7112,0,27489,137,Home,9.71,Unsecured,No,8,6,0.63,1
312,Female,46,Married,0,High School,Employed,Business,Own,Suburban,67788,599,721,1,46958,21196,1,20302,37,Education,4.67,Secured,Yes,6,13,0.06,0
313,Male,26,Married,0,High School,Unemployed,Freelancer,Own,Urban,105075,3603,768,0,44240,26950,0,27171,178,Home,7.72,Unsecured,No,5,15,0.89,1
314,Male,59,Divorced,2,High School,Self-Employed,Business,Own,Urban,25072,4788,373,0,32282,11801,1,8539,183,Home,7.15,Secured,Yes,2,9,0.95,0
315,Female,20,Married,0,High School,Self-Employed,Freelancer,Rent,Urban,46160,3318,435,2,32799,495,0,9191,76,Personal,4.83,Unsecured,Yes,2,24,0.21,0
316,Female,49,Single,0,Graduate,Self-Employed,Professional,Rent,Urban,131369,559,809,2,48616,18566,0,21767,91,Personal,9.15,Secured,Yes,4,27,0.22,1
317,Male,37,Married,1,Postgraduate,Employed,Professional,Own,Urban,71393,3610,794,2,46160,10333,0,21106,95,Home,14.2,Unsecured,No,4,16,0.74,1
318,Female,35,Married,0,Postgraduate,Employed,Business,Own,Urban,89872,2939,807,0,19701,7977,0,20415,147,Personal,7.93,Unsecured,Yes,3,29,0.21,1
319,Male,42,Single,0,Postgraduate,Unemployed,Professional,Own,Suburban,146349,2360,724,1,43486,14642,0,22997,86,Home,4.85,Unsecured,No,7,8,0.85,1
320,Male,38,Single,2,Graduate,Employed,Professional,Own,Urban,127561,3387,779,0,14018,23540,0,36169,148,Education,6.87,Secured,No,1,15,0.24,1
321,Female,29,Married,2,Postgraduate,Employed,Salaried,Own,Suburban,118201,841,798,1,30610,7572,0,22180,126,Home,12.1,Secured,No,7,22,0.27,1
322,Female,25,Single,3,Graduate,Self-Employed,Professional,Own,Urban,50318,2933,368,1,2121,12071,1,8502,22,Personal,6.47,Secured,Yes,1,8,0.82,0
323,Female,34,Married,3,Postgraduate,Employed,Freelancer,Own,Urban,80613,3563,834,1,26415,6183,0,21487,59,Education,11.57,Secured,Yes,7,13,0.32,0
324,Male,30,Married,0,Graduate,Employed,Business,Own,Suburban,56699,4881,790,2,35855,8243,0,20000,64,Vehicle,12.24,Secured,No,6,14,0.58,1
325,Female,32,Married,3,High School,Employed,Freelancer,Rent,Urban,20449,1049,319,2,35243,6393,0,6484,118,Home,12.61,Unsecured,Yes,9,20,0.53,0
326,Male,25,Single,3,Postgraduate,Employed,Business,Own,Urban,63567,3340,391,1,2129,5332,0,11181,15,Personal,7.23,Unsecured,Yes,5,5,0.57,0
327,Male,46,Married,1,High School,Self-Employed,Business,Rent,Rural,65523,1859,751,2,47043,25091,0,20000,232,Home,9.31,Secured,No,6,7,0.65,1
328,Male,28,Single,3,Graduate,Employed,Salaried,Rent,Urban,133621,3977,733,2,5833,9974,0,22195,207,Education,14.29,Unsecured,No,4,14,0.34,1
329,Female,48,Married,2,Graduate,Self-Employed,Business,Own,Urban,145748,3977,701,2,31929,12889,0,37321,182,Education,9.95,Secured,No,3,6,0.61,1
